code,oem,name,brand,model,generation,manufacturer,qty,dealer_price,currency
003198,LJ6Z-16796A,კაპოტის პეტლი (RH),Ford,Escape,ESCP/ESCP HYBRID '20-,TYG,5,35.0,GEL
003199,LJ6Z-16797A,კაპოტის პეტლი (LH),Ford,Escape,ESCP/ESCP HYBRID '20-,TYG,5,35.0,GEL
003200,53410-0E180,კაპოტის პეტლი (RH),Lexus,RX,RX350/350L CANADA/JAPAN'16-'22,TYG,10,35.0,GEL
003201,53420-0E180,კაპოტის პეტლი (LH),Lexus,RX,RX350/350L CANADA/JAPAN'16-'22,TYG,10,35.0,GEL
003202,534100E350,კაპოტის პეტლი (RH),Lexus,RX,RX SERIES '23-,TYG,10,50.0,GEL
003203,534200E350,კაპოტის პეტლი (LH),Lexus,RX,RX SERIES '23-,TYG,10,50.0,GEL
003204,53301-78020-PFM,კაპოტი,Lexus,NX,NX 200t/300h '15-,TYG,2,370.0,GEL
003205,5341078030,კაპოტის პეტლი (RH),Lexus,NX,NX SERIES '15-,TYG,10,50.0,GEL
003206,5342078030,კაპოტის პეტლი (LH),Lexus,NX,NX SERIES '15-,TYG,10,50.0,GEL
003207,5330176901,კაპოტი (ალუმინი),Lexus,UX,UX200/UX250H '19-,TYG,10,1400.0,GEL
003208,5341060080,კაპოტის პეტლი (RH),Lexus,GX,GX460 '10-,TYG,5,50.0,GEL
003209,5342060070,კაპოტის პეტლი (LH),Lexus,GX,GX460 '10-,TYG,5,50.0,GEL
003210,2928800057,კაპოტი (ალუმინი),Mercedes,GLE,G.L.E '16-'19,TYG,5,1270.0,GEL
003211,2538800228,კაპოტის პეტლი (RH),Mercedes,GLC,G.L.C '16-,TYG,5,125.0,GEL
003212,2538800128,კაპოტის პეტლი (LH),Mercedes,GLC,G.L.C '16-,TYG,5,125.0,GEL
003213,2538800157,კაპოტი (ალუმინი),Mercedes,GLC,G.L.C '16-'22,TYG,5,1300.0,GEL
003214,238880010064,კაპოტი ალუმინი კუპე,Mercedes,E-Class,E-CLAS '17-,TYG,5,1100.0,GEL
003215,2068800500,კაპოტი ალუმინი,Mercedes,C-Class,C-CLAS '22-,TYG,4,1000.0,GEL
003216,1081401E0D,წინა კრილო (LH),Tesla,Model 3,MDL-3 '17-'23,TYG,5,350.0,GEL
003217,1081400E0D,წინა კრილო (RH),Tesla,Model 3,MDL-3 '17-'23,TYG,5,350.0,GEL
003218,68256114AA,ეკრანის ძირი,Jeep,Renegade,RNEGDE (TRAILHAWK MODEL) '15-,TYG,0,,GEL
003219,68255521AA,უკანა კრილოს სალასკა (RH),Jeep,Renegade,RNEGDE '15-,TYG,0,,GEL
003220,68256449AA,სანისლე ბუდის დამჭერი (LH),Jeep,Renegade,RNEGDE '15-,TYG,0,,GEL
003221,68256445AA,სანისლე ბუდის დამჭერი (RH),Jeep,Renegade,RNEGDE '15-,TYG,0,,GEL
003222,68486927AA,ეკრანი,Jeep,Compass,COMPS '22-,TYG,0,,GEL
003223,68244075AA,კაპოტის პეტლი (RH),Jeep,Compass,COMPS '18-'23,TYG,0,,GEL
003224,68244074AA,კაპოტის პეტლი (LH),Jeep,Compass,COMPS '18-'23,TYG,0,,GEL
003225,68244673AA,ეკრანის სალასკა,Jeep,Compass,COMPS '17-'22,TYG,0,,GEL
003226,5342006320,კაპოტის პეტლი (LH),Toyota,Camry,CMRY '15-'17,TYG,0,,GEL
003227,5341006320,კაპოტის პეტლი (RH),Toyota,Camry,CMRY '15-'17,TYG,0,,GEL
003228,531120R130,ცხაურა,Toyota,RAV4,RAV-4 '19-(USA)(LE/XLE),TYG,0,,GEL
003229,KL2F-50-7E1-9U,ცხაურის ზედა მოლდინგი,Mazda,CX5,CX-5 '17-,TYG,3,110.0,GEL
003232,8W0823029A,კაპოტი,Audi,A4,A-4 '17-,TYG,5,400.0,GEL
003233,8W0821106D,წინა კრილო (RH),Audi,A4,A-4 '20-,TYG,5,220.0,GEL
003234,538010E160PFM,კრილო (RH),Toyota,Highlander,HIGHLAND '20-,TYG,10,190.0,GEL
003235,538020E160PFM,კრილო (LH),Toyota,Highlander,HIGHLAND '20-,TYG,10,190.0,GEL
003236,533010E160PFM,კაპოტი,Lexus,RX,RX350/450H '16-'22,TYG,5,400.0,GEL
003237,538010E150,კრილო (RH),Lexus,RX,RX350/450H '16-,TYG,10,85.0,GEL
003238,2928800306,კრილო (LH),Mercedes,GLE,G.L.E '16-'19(COUPE),TYG,5,370.0,GEL
003239,2928800206,კრილო (RH),Mercedes,GLE,G.L.E '16-'19(COUPE),TYG,5,370.0,GEL
003240,86611C2700,უკანა ბამპერი,Hyundai,Sonata,SNATA '18-'19,TYG,0,,GEL
003241,86511-C2800,წინა ბამპერი,Hyundai,Sonata,SNATA 18-19 SPORT/LIMITED 2.0T,TYG,0,,GEL
003243,735599030,წინა კრილოს მოლდინგი,Jeep,Renegade,RNEGDE '15-'18,TYG,0,,GEL
003244,,ეკრანი,Jeep,Renegade,RNEGDE '19-,TYG,0,,GEL
003246,6VM44TZZAA,წინა ბამპერი,Jeep,Renegade,RNEGDE '19-,TYG,0,,GEL
003247,68259730AAPFM,კაპოტი,Jeep,Renegade,RNEGDE '15-'18,TYG,0,,GEL
003248,6VM61SZ0AA,საინსლე ბუდე (LH),Jeep,Renegade,RNEGDE SPORT MODEL '19-'23,TYG,0,,GEL
003249,6VN96SZ0AA,საინსლე ბუდე (RH),Jeep,Renegade,RNEGDE SPORT MODEL '19-'23,TYG,0,,GEL
003250,68351154AA,წინა ბამპერი,Jeep,Compass,COMPS '17-,TYG,0,,GEL
003251,5VN85SZ0AB,წინა ბამპერის ქვედა   ტუჩი,Jeep,Compass,COMPS '17-,TYG,0,,GEL
003252,68552529AA,უკანა ბამპერი,Jeep,Compass,COMPS '17-,TYG,0,,GEL
003253,,ქვედა უკანა ბამპერი,Jeep,Compass,COMPS '17-,TYG,0,,GEL
003255,68352635AB,ქვედა უკანა ბამპერი,Jeep,Compass,COMPS '17-,TYG,0,,GEL
003256,521590R160,უკანა ბამპერი,Toyota,RAV4,RAV-4 '19-(USA/JAPAN)(LE/XLE),TYG,0,,GEL
003257,533010R08042150PFM,კაპოტი,Toyota,RAV4,RAV-4 '19-,TYG,0,,GEL
003258,DGY950220,უკანა ბამპერი,Mazda,CX30,CX.30 '20-,TYG,3,425.0,GEL
003259,KSD450031ABB,წინა ბამპერი,Mazda,CX5,CX-5 '22-,TYG,15,300.0,GEL
003260,DGH950031ABB,წინა ბამპერი,Mazda,CX30,CX.30 '20-,TYG,6,300.0,GEL
003261,756010A040,წინა კრილოს მოლდნგი (RH),Toyota,Corolla Cross,CORLA CROS '22-,TYG,8,180.0,GEL
003262,521590A200,უკანა ბამპერი,Toyota,Corolla Cross,CORLA CROS '22- USA TYPE,TYG,4,220.0,GEL
003263,41007440427,კაპოტი (ალუმინი),BMW,5 Series,5 S. '17-'23,TYG,10,980.0,GEL
003264,41008494446,კაპოტი (ალუმინი),BMW,3 Series,3S. '19-,TYG,10,850.0,GEL
003265,80A821106ASTL,კრილო (RH),Audi,Q5,Q-5 '18-'20,TYG,10,150.0,GEL
003266,60100TVAA00ZZ,კაპოტი (ალუმინი),Honda,Accord,ACOD '18-'22,TYG,5,710.0,GEL
003267,2548809500-PFM,კაპოტი,Mercedes,GLC,G.L.C '23-,TYG,5,900.0,GEL
003268,1656101ETA,კრილო (LH),Tesla,Model Y,MDL-Y '20-,TYG,5,480.0,GEL
003269,1656102ETA,კრილო (RH),Tesla,Model Y,MDL-Y '20-,TYG,5,480.0,GEL
003270,238880010064-PFM,კაპოტი კუპე,Mercedes,E-Class,E-CLAS '17-,TYG,5,720.0,GEL
003271,735599034,წინა კრილოს მოლდინგი (LH),Jeep,Renegade,RNEGDE '15-'18,TYG,0,,GEL
003272,68243955AA,კაპოტი (ალუმინი),Jeep,Compass,COMPS '18-,TYG,0,,GEL
003273,521590R190,წინა ბამპერი,Toyota,RAV4,RAV-4 '19-(USA)(LE/XLE),TYG,0,,GEL
003274,521190R919,წინა ზედა ბამპერი,Toyota,RAV4,RAV-4 '19-(USA BUILT),TYG,0,,GEL
003275,51657373541,წინა კრილო (LH),BMW,X5,X.5. '14-'18,TYG,13,140.0,GEL
003276,57229FN00A9PPFM,კაპოტი,Subaru,Crosstrek,Crosstrek 24-,TYG,1,570.0,GEL
003277,41008494439,კრილო (ალუმინი) LH,BMW,3 Series,3S. '19-,TYG,10,270.0,GEL
003278,41008494440PFM,კრილო RH,BMW,3 Series,3S. '19-,TYG,10,160.0,GEL
003279,41008494439PFM,კრილო (LH),BMW,3 Series,3S. '19-,TYG,10,160.0,GEL
003280,DGY9-52-100,კრილო (RH),Mazda,CX30,CX.30 '20-,TYG,8,250.0,GEL
003281,DGY952200,კრილო (LH),Mazda,CX30,CX.30 '20-,TYG,8,250.0,GEL
003283,KB7W52111,კრილო (RH),Mazda,CX5,CX-5 '17-'23,TYG,0,170.0,GEL
003284,KB7W52211,კრილო (LH),Mazda,CX5,CX-5 '17-'23,TYG,0,170.0,GEL
003285,60210TVAA00ZZ,კრილო (RH),Honda,Accord,ACOD '18-'22,TYG,10,80.0,GEL
003286,60260TVAA00ZZ,კრილო (LH),Honda,Accord,ACOD '18-'22,TYG,9,80.0,GEL
003287,6010030AA00ZZ,კაპოტი (ალუმინი),Honda,Accord,ACOD '23-,TYG,4,850.0,GEL
003288,60100-30A-A00ZZ-PFM,კაპოტი,Honda,Accord,ACOD '23-,TYG,9,570.0,GEL
003289,533010E170PFM,კაპოტი,Toyota,Highlander,HIGHLAND '20-,TYG,10,400.0,GEL
003290,2538800218PFM,კრილო (RH),Mercedes,GLC,G.L.C '16-'22,TYG,5,300.0,GEL
003291,2538800118PFM,კრილო (LH),Mercedes,GLC,G.L.C '16-'22,TYG,5,300.0,GEL
003292,2538800218,კრილო (ალუმინი) RH,Mercedes,GLC,G.L.C '16-'22,TYG,5,390.0,GEL
003293,2538800118,კრილო (ალუმინი) LH,Mercedes,GLC,G.L.C '16-'22,TYG,4,390.0,GEL
003294,2138800018-PFM,კრილო (RH),Mercedes,E-Class,E-CLAS '16-,TYG,5,280.0,GEL
003295,2138800118-PFM,კრილო (LH),Mercedes,E-Class,E-CLAS '16-,TYG,5,280.0,GEL
003296,5XB40LXHAA,წინა ქვედა ბამპერი,Jeep,Renegade,RNEGDE '15-'18,TYG,0,,GEL
003297,5UQ11RXFAB,წინა ქვედა ბამპერი,Jeep,Compass,COMPS '17-,TYG,0,,GEL
003298,68244412AB,ეკრანის ბრეკეტი,Jeep,Compass,COMPS '17-'18,TYG,0,,GEL
003299,521194A916,წინა ზედა ბამპერი,Toyota,RAV4,RAV-4 '19-(JAPAN BUILT),TYG,0,,GEL
003300,521590R200,უკანა ბამპერის ტუჩი,Toyota,RAV4,RAV-4 '19-(USA)(ADVETRE/LIMIT),TYG,0,,GEL
003301,531130R090,წინა ბამპერი,Toyota,RAV4,RAV-4 '19-'21 (LE/XLE)(USA),TYG,0,,GEL
003302,533010R08042150,კაპოტი (ალუმინი),Toyota,RAV4,RAV-4 '19-,TYG,0,,GEL
003303,KPF151W20,წინა კრილოს მოლდინგი (RH),Mazda,CX5,CX-5 '22-,TYG,6,110.0,GEL
003304,K12353110B,ეკრანი,Mazda,CX5,CX-5 '22-,TYG,14,240.0,GEL
003305,1K0825237J,ძრავის დამცავი პატარა,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,179,15.0,GEL
003306,,ძრავის დამცავი დიდი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,159,22.0,GEL
003307,1K040721,ცაბკა,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,22,70.0,GEL
003308,5C0129618C,ხორთუმი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,50,50.0,GEL
003309,06K103600R,ძრავის კარტერი პლასტმასი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,55.0,GEL
003310,,კარობკის კარტერი ნახვრეტის გარეშე,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,110,25.0,GEL
003311,04E03464ap,საქშენი,Volkswagen,Jetta,VW Jetta 15-18,Suo Lun,0,25.0,GEL
003312,3QD43031Q,ამორტიზატორი,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,65.0,GEL
003313,,დიფუზორები,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,127,190.0,GEL
003314,73210XC00A,კონდინციონერის რადიატორი,Subaru,Ascent,Ascent 19-,Suo Lun,162,140.0,GEL
003315,,კონდინციონერის რადიატორი (შაიბიანი),Volkswagen,Jetta,VW Jetta 11-18,Suo Lun,251,80.0,GEL
003316,180121251br1,წყლის რადიატორი 1.4 ტურბო,Volkswagen,Jetta,VW Jetta 11-18,Suo Lun,23,80.0,GEL
003320,KBY05231XB,კაპოტი,Mazda,CX5,CX-5 '17-'23,TYG,1,360.0,GEL
003321,533010A050,კაპოტი,Toyota,Corolla Cross,CORLA CROS '22-,TYG,2,300.0,GEL
003322,538010A010,წინა კრილო (RH),Toyota,Corolla Cross,CORLA CROS '22-,TYG,6,90.0,GEL
003323,5381160C80,წინა კრილო (RH),Lexus,GX,GX460 '10-'21,TYG,4,400.0,GEL
003324,5381260C30,წინა კრილო (LH),Lexus,GX,GX460 '10-'21,TYG,5,400.0,GEL
003325,1678802400,წინა კრილო ალუმინი (RH),Mercedes,GLE,G.L.E SUV '20-,TYG,5,630.0,GEL
003326,1678802300,წინა კრილო ალუმინი (LH),Mercedes,GLE,G.L.E SUV '20-,TYG,5,630.0,GEL
003327,2138800357,კაპოტი ალუმინი,Mercedes,E-Class,E-CLAS '16-,TYG,5,1000.0,GEL
003328,68441497AA,ეკრანი,Jeep,Renegade,RNEGDE '15-'18,TYG,0,,GEL
003330,5UP11RXFAB,კრილოს მოლდინგი (LH),Jeep,Compass,COMPS '17-,TYG,0,,GEL
003331,5UP10RXFAB,კრილოს მოლდინგი (RH),Jeep,Compass,COMPS '17-,TYG,0,,GEL
003332,68552418AA,უკანა ბამპერი,Jeep,Compass,COMPS '22-,TYG,0,,GEL
003333,68244672AA,რადიატორის დამჭერი,Jeep,Compass,COMPS '17-'22,TYG,0,,GEL
003334,KPF151W30,წინა კრილოს მოლდინგი (LH),Mazda,CX5,CX-5 '22-,TYG,10,110.0,GEL
003335,KMV656140A,პადკრილნიკი (LH),Mazda,CX90,CX.90 MILD/PHEV '24-,TYG,10,110.0,GEL
003336,KMV656130A,პადკრილნიკი (RH),Mazda,CX90,CX.90 MILD/PHEV '24-,TYG,9,110.0,GEL
003337,KBB352420,კაპოტის პეტლი (LH),Mazda,CX90,CX.90 '24-,TYG,20,55.0,GEL
003338,KBB352410,კაპოტის პეტლი (RH),Mazda,CX90,CX.90 '24-,TYG,20,55.0,GEL
003339,LJ6Z16103F,პადკრილნიკი (LH),Ford,Escape,ESCP '20-,TYG,10,90.0,GEL
003340,LJ6Z-16102F,პადკრილნიკი (RH),Ford,Escape,ESCP '20-,TYG,10,90.0,GEL
003341,LJ6Z7816155A,წინა კრილოს ბრეკეტი (LH),Ford,Escape,ESCP/ESCP HYBRID '20-,TYG,10,110.0,GEL
003342,LJ6Z7816154A,წინა კრილოს ბრეკეტი (RH),Ford,Escape,ESCP/ESCP HYBRID '20-,TYG,10,110.0,GEL
003343,LX6Z6775E,მატორის დამცავი,Ford,Escape,ESCP (FWD) '20-'22,TYG,10,90.0,GEL
003344,LJ6Z-17618B-PFM,წყლის ავზი,Ford,Escape,ESCP/ESCP HYBRID '20-,TYG,10,140.0,GEL
003345,VA4056140,პადკრილნიკი (LH),Mazda,CX50,CX.50 '23-,TYG,18,40.0,GEL
003346,VA4056130,პადკრილნიკი (RH),Mazda,CX50,CX.50 '23-,TYG,16,40.0,GEL
003347,VA4052420,კაპოტის პეტლი (LH),Mazda,CX50,CX.50 '23-,TYG,10,60.0,GEL
003348,VA4052410,კაპოტის პეტლი (RH),Mazda,CX50,CX.50 '23-,TYG,10,60.0,GEL
003349,VA4050060,მატორის დამცავი,Mazda,CX50,CX.50 '23-,TYG,9,60.0,GEL
003350,74453TLAA01,უკანა კრილოს მოლდინგი (LH),Honda,CRV,CRV '17-'22,TYG,10,40.0,GEL
003351,74413TLAA01,უკანა კრილოს მოლდინგი (RH),Honda,CRV,CRV '17-'22,TYG,10,40.0,GEL
003352,74150TLAA00,პადკრილნიკი (LH),Honda,CRV,CRV '17-,TYG,10,40.0,GEL
003353,74100TLAA00,პადკრილნიკი (RH),Honda,CRV,CRV '17-,TYG,10,40.0,GEL
003354,71160TLAA00,წინა ბალკის ფეხი (LH),Honda,CRV,CRV '17-,TYG,10,80.0,GEL
003355,71150TLAA00,წინა ბალკის ფეხი (RH),Honda,CRV,CRV '17-,TYG,10,80.0,GEL
003356,71190TLAA00,წინა კრილოს სალასკა (LH),Honda,CRV,CRV '17-'22,TYG,20,15.0,GEL
003357,71140TLAA00,წინა კრილოს სალასკა (RH),Honda,CRV,CRV '17-'22,TYG,20,15.0,GEL
003358,26296FJ020,ხუნდები,Subaru,Forester,Forester 12-18,JPN Parts,85,60.0,GEL
003359,20250XC00A,ნახევარმთვარა,Subaru,Outback,Outback 20-,JPN Parts,443,40.0,GEL
003360,20414SG000,წინა სუხოი რეზინა,Subaru,XV,XV 12-17,JPN Parts,128,7.0,GEL
003361,20414AL00B,წინა სუხოი რეზინა,Subaru,Outback,Outback 15-19,JPN Parts,287,7.0,GEL
003362,20414XC00B,წინა სუხოი რეზინა,Subaru,Outback,Outback 20-,JPN Parts,488,7.0,GEL
003363,28473VA010,უკანა ცაბკა,Subaru,Forester,Forester 19-,JPN Parts,282,100.0,GEL
003364,28473AL00A,უკანა ცაბკა,Subaru,Outback,Outback 15-19,JPN Parts,94,100.0,GEL
003365,28373AN00D,წინა ცაბკა,Subaru,Outback,Outback 15-19,JPN Parts,94,100.0,GEL
003366,28373CA000,წინა ცაბკა - Plugin,Subaru,Crosstrek,Crosstrek 18-,JPN Parts,50,100.0,GEL
003367,28473FL020,უკანა ცაბკა - Plugin,Subaru,Crosstrek,Crosstrek 18-,JPN Parts,49,100.0,GEL
003368,20320AL00A,ამორტიზატორის ჩაშკა,Subaru,Outback,Outback 15-19,JPN Parts,34,35.0,GEL
003369,72880FL000,სალონის ფილტრი,Subaru,Forester,Forester 19-,JPN Parts,297,10.0,GEL
003370,41008499153,კაპოტი,BMW,X3,X.3. '18-,TYG,10,1000.0,GEL
003371,41008494446PFM,კაპოტი,BMW,3 Series,3S. '19-,TYG,10,500.0,GEL
003372,2138800118,წინა კრილო (LH),Mercedes,E-Class,E-CLAS '16-,TYG,5,360.0,GEL
003373,DAY15231X,კაპოტი,Mazda,CX30,CX.30 '20-,TYG,10,480.0,GEL
003374,04711TVAF00ZZ,წინა ბამპერი,Honda,Accord,ACOD '21-,TYG,10,300.0,GEL
003375,71167TVAA01,ცხაურის მოლდინგი (LH),Honda,Accord,ACOD SEDAN '18-,TYG,10,50.0,GEL
003376,71162TVAA01,ცხაურის მოლდინგი (RH),Honda,Accord,ACOD SEDAN '18-,TYG,10,50.0,GEL
003377,7141130AA01,ეკრანი,Honda,Accord,ACOD '23-,TYG,9,530.0,GEL
003378,0471130AA00ZZ,წინა ბამპერი,Honda,Accord,ACOD '23-,TYG,9,380.0,GEL
003379,0471130BA00ZZ,წინა ბამპერი - პარკინგიანი,Honda,Accord,ACOD '23-,TYG,8,380.0,GEL
003380,LJ6Z15A246AA,სანისლე ბუდე ღია (LH),Ford,Escape,ESCP '20-,TYG,10,20.0,GEL
003381,LJ6Z15A245AA,სანისლე ბუდე ღია (RH),Ford,Escape,ESCP '20-,TYG,10,20.0,GEL
003382,LJ6Z17683CAPFM,სარკე (LH),Ford,Escape,ESCP '20,TYG,5,450.0,GEL
003383,LJ6Z17682CBPFM,სარკე (RH),Ford,Escape,ESCP '20,TYG,5,450.0,GEL
003384,LJ6Z17682DBPFM,სარკე (RH),Ford,Escape,ESCP '20-'21,TYG,5,350.0,GEL
003385,LJ6Z17683DAPFM,სარკე (LH),Ford,Escape,ESCP '20-'21,TYG,5,350.0,GEL
003386,VA4050031BBB,წინა ზედა ბამპერი,Mazda,CX50,CX.50 '23-,TYG,14,500.0,GEL
003387,VA4050032,წინა ქვედა ბამპერი,Mazda,CX50,CX.50 '23-,TYG,15,140.0,GEL
003388,74165TLAA02,წინა კრილოს მოლდინგი (LH),Honda,CRV,CRV '17-,TYG,10,30.0,GEL
003389,74115TLAA02,წინა კრილოს მოლდინგი (RH),Honda,CRV,CRV '17-,TYG,10,30.0,GEL
003390,75395-TLA-A01,უკანა კარის მოლდინგი (LH),Honda,CRV,CRV '17-'22,TYG,10,45.0,GEL
003391,75390-TLA-A01,უკანა კარის მოლდინგი (RH),Honda,CRV,CRV '17-'22,TYG,10,45.0,GEL
003392,04711-TLA-A00ZZ,წინა ბამპერი,Honda,CRV,CRV '17-,TYG,10,170.0,GEL
003393,71102-TLA-A00,წინა ქვედა ბამპერი,Honda,CRV,CRV '17-,TYG,10,100.0,GEL
003394,71102-TLJ-A50,წინა ქვედა ბამპერი,Honda,CRV,CRV '20-,TYG,10,125.0,GEL
003395,71112-TLA-A50,წინა ბამპერის შუა მოლდინგი,Honda,CRV,CRV '20-,TYG,10,30.0,GEL
003396,71118-TLA-A50,წინა ბამპერის მოლდინგი (LH),Honda,CRV,CRV '20-,TYG,10,50.0,GEL
003397,71113-TLA-A50,წინა ბამპერის მოლდინგი (RH),Honda,CRV,CRV '20-,TYG,10,50.0,GEL
003398,711053A0A00,წინა ქვედა ბამპერი,Honda,CRV,CRV '23- EX/EX-L,TYG,10,135.0,GEL
003399,41007492375,კაპოტი (ალუმინი),BMW,X5,X.5. '19-,TYG,14,1200.0,GEL
003400,41007443688,წინა კრილო ალუმინი (RH),BMW,5 Series,5 S. '17-'23,TYG,10,270.0,GEL
003401,41007443687,წინა კრილო ალუმინი (LH),BMW,5 Series,5 S. '17-'23,TYG,10,270.0,GEL
003402,41008494440,წინა კრილო ალუმინი (RH),BMW,3 Series,3S. '19-,TYG,10,270.0,GEL
003403,4K0823029B,კაპოტი (ალუმინი),Audi,A6,A-6 '19-,TYG,10,1050.0,GEL
003404,8W0821105D,წინა კრილო (LH),Audi,A4,A-4 '20-,TYG,5,220.0,GEL
003405,533010E150,კაპოტი (ალუმინი),Lexus,RX,RX350/450H '16-'22,TYG,10,1050.0,GEL
003406,533010E260,კაპოტი (ალუმინი),Lexus,RX,RX350 '23-,TYG,10,1180.0,GEL
003407,1668801106,წინა კრილო (LH),Mercedes,GLE,G.L.E '16-'19(SUV),TYG,5,240.0,GEL
003408,1668801206,წინა კრილო (RH),Mercedes,GLE,G.L.E '16-'19(SUV),TYG,5,240.0,GEL
003409,2548809500,კაპოტი (ალუმინი),Mercedes,GLC,G.L.C '23-,TYG,5,1400.0,GEL
003410,68307086AA,წინა კრილო (RH),Jeep,Renegade,RNEGDE '15-'18,TYG,0,,GEL
003411,68259730AA,კაპოტი,Jeep,Renegade,RNEGDE '15-'18,TYG,0,,GEL
003412,68430057AA,წინა კრილო (LH),Jeep,Compass,COMPS '18-,TYG,0,,GEL
003413,68430056AA,წინა კრილო (RH),Jeep,Compass,COMPS '18-,TYG,0,,GEL
003414,68243955AA-PTM,კაპოტი,Jeep,Compass,COMPS '18-,TYG,0,,GEL
003415,51657373542,წინა კრილო (RH),BMW,X5,X.5. '14-'18,TYG,15,140.0,GEL
003417,71122-TVA-A01,ცხაურა ზედა,Honda,Accord,ACOD SEDAN '18-,TYG,10,85.0,GEL
003418,71105TVAA00ZZ,კაპოტის მოლდინგი,Honda,Accord,ACOD SEDAN '18-,TYG,10,70.0,GEL
003419,71111TVAA50,წინა ბამპერის ქვედა ბადე,Honda,Accord,ACOD SEDAN '18-,TYG,10,110.0,GEL
003420,71411TLAA02,ეკრანი,Honda,CRV,CRV '17-,TYG,5,210.0,GEL
003421,04711-TLA-A50ZZ,წინა ბამპერის ქვედა ნაწილი,Honda,CRV,CRV '20-,TYG,10,150.0,GEL
003422,04711-3A0-A00ZZ,წინა ბამპერის ქვედა ნაწილი,Honda,CRV,CRV '23- ALL,TYG,10,210.0,GEL
003423,KBB35071Y,ეკრანი,Mazda,CX90,CX.90 '24-,TYG,10,300.0,GEL
003425,,ჟალუზი,Volkswagen,Jetta,VW Jetta 11-18,Suo Lun,0,80.0,GEL
003426,,ჟალუზი,Volkswagen,Jetta,VW Jetta 19-,Suo Lun,0,80.0,GEL
003427,28321SG010,წინა ყუმბარა (ზბორი),Subaru,Forester,Forester 12-18,Suo Lun,4,,GEL
003428,28321FJ020,წინა ყუმბარა ზბორში,Subaru,XV,XV 16-17,Suo Lun,5,,GEL
003429,28321AL010,წინა ყუმბარა ზბორში,Subaru,Outback,Outback 15-17,Suo Lun,1,,GEL
003430,57711SJ0509P,წინა ბალკა (USA),Subaru,Forester,Forester 19-,Suo Lun,7,150.0,GEL
003431,57705XC05A,ცხაურის სამაგრი (რკინა),Subaru,Ascent,Ascent 19-,Suo Lun,19,100.0,GEL
003432,57704AN20A,წინა ბამპერი Wilderness,Subaru,Outback,Outback 20-,Suo Lun,3,350.0,GEL
003433,57731FL890,სანისლე ბუდე (Sport) - LH,Subaru,Crosstrek,Crosstrek 21-,Suo Lun,32,90.0,GEL
003434,57731FL880,სანისლე ბუდე (Sport) - RH,Subaru,Crosstrek,Crosstrek 21-,Suo Lun,34,90.0,GEL
003435,57707VC200,წინა კრილოს სალასკა - RH,Subaru,WRX,WRX 2022-,Suo Lun,20,15.0,GEL
003436,57707VC210,წინა კრილოს სალასკა - LH,Subaru,WRX,WRX 2022-,Suo Lun,18,15.0,GEL
003437,57707VC002,წინა ფარი სალასკა - RH,Subaru,WRX,WRX 2022-,Suo Lun,20,40.0,GEL
003438,57707VC012,წინა ფარი სალასკა - LH,Subaru,WRX,WRX 2022-,Suo Lun,19,40.0,GEL
003439,91121VC200,ცხაურა,Subaru,WRX,WRX 2022-,Suo Lun,9,160.0,GEL
003440,J1010VC120,ცხაურა (Sport),Subaru,WRX,WRX 2022-,Suo Lun,10,160.0,GEL
003441,57731VC230,სანისლე ბუდე - RH,Subaru,WRX,WRX 2022-,Suo Lun,19,60.0,GEL
003442,57731VC240,სანისლე ბუდე - LH,Subaru,WRX,WRX 2022-,Suo Lun,19,60.0,GEL
003443,57731AL53A,წინა ბამპერის საბუქსირე,Subaru,Outback,Outback 18-19,Suo Lun,90,10.0,GEL
003444,91059AN03A,სარკის ზედა ხუფი - LH,Subaru,Outback,Outback 20-,Suo Lun,8,70.0,GEL
003445,91059AN02A,სარკის ზედა ხუფი - RH,Subaru,Outback,Outback 20-,Suo Lun,7,70.0,GEL
003446,57734SJ110,წინა ბამპერის ქვედა ტუჩი (Wilderness),Subaru,Forester,Forester 22-,Suo Lun,0,120.0,GEL
003447,57731SJ690,სანისლე ბუდე (Wilderness) - LH,Subaru,Forester,Forester 22-,Suo Lun,2,120.0,GEL
003448,57731SJ680,სანისლე ბუდე (Wilderness) - RH,Subaru,Forester,Forester 22-,Suo Lun,2,120.0,GEL
003449,XVMODIFIED,წინა ფარები (MODIFIED),Subaru,XV,XV 12-17,Suo Lun,7,1200.0,GEL
003457,64101G5000,ეკრანი,KIA,Niro,NIRO 2017-,TYG,0,,GEL
003458,64101AT000,ეკრანი,KIA,Niro,NIRO 2023-,TYG,0,,GEL
003459,66321AT000,წინა კრილო,KIA,Niro,NIRO 2023-,TYG,0,,GEL
003460,66311AT000,წინა კრილო,KIA,Niro,NIRO 2023-,TYG,0,,GEL
003461,86950N9000,ჰიბრიდული აქტიური ჟალუზი,Hyundai,Tucson,Tucson 21-,TYG,0,,GEL
003462,86511G5000,წინა ბამპერი,KIA,Niro,NIRO 2017-,TYG,0,,GEL
